0,1,2,3,4,5,6,7,8,9
567,"November 22, 202507:53[455]",F9 B5B1090‑9,"Cape Canaveral, SLC‑40",Starlink: Group 6-79,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 150th Falcon 9 launch of the year.,,,,,,,,,
568,"November 23, 202508:48[456]",F9 B5B1100‑1,"Vandenberg, SLC‑4E",Starlink: Group 11-30,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
569,"November 28, 202518:44[457]",F9 B5B1071‑30,"Vandenberg, SLC‑4E",Transporter-15 (140 payloads smallsat rideshare)[67],Unknown[l],SSO,Various,Success,Success (OCISLY)
"Dedicated SmallSat rideshare mission to sun-synchronous orbit. Includes ESA's HydroGNSS mission. Payload likely heavier than most rideshares due to barge landing of first stage. First time, a booster completed launching 1000 cumulative satellites to space.",,,,,,,,,
570,"December 1, 202507:44[458]",F9 B5B1095‑4,"Kennedy, LC‑39A",Starlink: Group 6-86,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
571,"December 2, 202505:28[459]",F9 B5B1081‑20,"Vandenberg, SLC‑4E",Starlink: Group 15-10,"~15,525 kg (34,227 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 70° to expand internet constellation.,,,,,,,,,
572,"December 2, 202522:18[460]",F9 B5B1077‑25,"Cape Canaveral, SLC‑40",Starlink: Group 6-95,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
573,"December 4, 202520:42[461]",F9 B5B1097‑4,"Vandenberg, SLC‑4E",Starlink: Group 11-25,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
574,"December 7, 202517:58[462]",F9 B5B1088‑12,"Vandenberg, SLC‑4E",Starlink: Group 11-15,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
575,"December 8, 202522:26[463]",F9 B5B1067‑32,"Kennedy, LC‑39A",Starlink: Group 6-92,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 32 missions.,,,,,,,,,
576,"December 9, 202519:16[464]",F9 B5B1096‑4,"Cape Canaveral, SLC‑40",NROL-77[237][238],Unknown,LEO,NRO,Success,Success (LZ‑2)
Launch is part of Phase 2 US Air Force contract awarded in 2022.,,,,,,,,,
577,"December 10, 202511:40[465]",F9 B5B1082‑18,"Vandenberg, SLC‑4E",Starlink: Group 15-11,"~15,525 kg (34,227 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 70° to expand internet constellation.,,,,,,,,,
578,"December 11, 202522:01[466]",F9 B5B1083‑16,"Cape Canaveral, SLC‑40",Starlink: Group 6-90,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Fastest turnaround at SLC-40 between two launches at 50 hours and 44 minutes.[467],,,,,,,,,
579,"December 14, 202505:49[468]",F9 B5B1093‑9,"Vandenberg, SLC‑4E",Starlink: Group 15-12,"~15,525 kg (34,227 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 70° to expand internet constellation.,,,,,,,,,
580,"December 15, 202505:25[469]",F9 B5B1092‑9,"Cape Canaveral, SLC‑40",Starlink: Group 6-82,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
581,"December 17, 202513:42[470]",F9 B5B1094‑6,"Kennedy, LC‑39A",Starlink: Group 6-99,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
582,"December 17, 202515:27[471]",F9 B5B1063‑30,"Vandenberg, SLC‑4E",Starlink: Group 15-13,"~15,525 kg (34,227 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 70° to expand internet constellation. 1st time flying a fairing half for the 36th time.,,,,,,,,,
Flight No.,Date andtime (UTC),"Version,booster[j]",Launchsite,Payload[k],Payload mass,Orbit,Customer,Launchoutcome,Boosterlanding
583,"January 3, 202602:09[473]",F9 B5B1081‑21,"Vandenberg, SLC‑4E",CSG-3,"2,230 kg (4,920 lb)",SSO,ASI,Success,Success (LZ‑4)
Third COSMO-SkyMed 2nd-generation satellite. 100th Falcon booster ground pad landing.,,,,,,,,,
584,"January 4, 202606:48[474]",F9 B5B1101‑1,"Cape Canaveral, SLC‑40",Starlink: Group 6-88,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
585,"January 9, 202621:41[475]",F9 B5B1069‑29,"Cape Canaveral, SLC‑40",Starlink: Group 6-96,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
586,"January 11, 202613:44[476]",F9 B5B1097‑5,"Vandenberg, SLC‑4E",Twilight (Pandora and others 39 payloads),325 kg (717 lb) PANDORA,SSO,NASA & Various,Success,Success (LZ‑4)
Dedicated SmallSat rideshare mission to sun-synchronous orbit.,,,,,,,,,
587,"January 12, 202621:08[477]",F9 B5B1078‑25,"Cape Canaveral, SLC‑40",Starlink: Group 6-97,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
588,"January 14, 202618:08[478]",F9 B5B1085‑13,"Cape Canaveral, SLC‑40",Starlink: Group 6-98,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. A new pad turnaround time record, launching 45 hours and 0 minutes after the previous mission.[479]",,,,,,,,,
589,"January 17, 202604:39[480]",F9 B5B1100‑2,"Vandenberg, SLC‑4E",NROL-105 (2 Starshield satellites),Unknown,LEO,NRO,Success,Success (LZ‑4)
Twelfth batch SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office.,,,,,,,,,
590,"January 18, 202623:31[481]",F9 B5B1080‑24,"Cape Canaveral, SLC‑40",Starlink: Group 6-100,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
591,"January 22, 202605:47[482]",F9 B5B1093‑10,"Vandenberg, SLC‑4E",Starlink: Group 17-30,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
592,"January 25, 202617:30[483]",F9 B5B1097‑6,"Vandenberg, SLC‑4E",Starlink: Group 17-20,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation. Some Starship tiles were placed on the exterior of fairing for testing.[484],,,,,,,,,
593,"January 28, 202604:53[485]",F9 B5B1096‑5,"Cape Canaveral, SLC‑40",GPS III-9,"4,350 kg (9,590 lb)",MEO,USSF,Success,Success (ASOG)
"Part of Phase 3 Lane 2 US Space Force contract awarded in 2025. The launch of GPS III-9 was originally scheduled for Vulcan, but was changed to F9, and therefore the USSF-15 (GPS IIIF-03) mission, that was planned for Falcon Heavy in 2027 will be carried out by Vulcan.",,,,,,,,,
594,"January 29, 202617:53[486]",F9 B5B1082‑19,"Vandenberg, SLC‑4E",Starlink: Group 17-19,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
595,"January 30, 202607:22[487]",F9 B5B1095‑5,"Cape Canaveral, SLC‑40",Starlink: Group 6-101,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
596,"February 2, 202615:47[488]",F9 B5B1071‑31,"Vandenberg, SLC‑4E",Starlink: Group 17-32,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
"Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation. After payload delivery, the second stage did not conduct de-orbit burn but passivated as designed. Anomaly was attributed to a gas bubble in a transfer tube, arising from SpaceX testing ""refined"" pre-burn engine chill profiles for deorbit burns.[489]",,,,,,,,,
597,"February 7, 202620:58[490]",F9 B5B1088‑13,"Vandenberg, SLC‑4E",Starlink: Group 17-33,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
598,"February 11, 202617:11[491]",F9 B5B1100‑3,"Vandenberg, SLC‑4E",Starlink: Group 17-34,"~13,800 kg (30,400 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
599,"February 13, 202610:15[492]",F9 B5B1101‑2,"Cape Canaveral, SLC‑40",Crew-12 (Crew Dragon C212-5 Freedom),"~13,000 kg (29,000 lb)",LEO (ISS),NASA (CTS),Success,Success (LZ‑40)
"In June 2022, NASA announced it purchased an additional 5 crewed flights (Crew-10 through Crew-14) from SpaceX in addition to the previous 9 missions on top of the $3.5 billion contract.[493] Landing Zone 40 (LZ-40) of the SLC-40 used for the first time. This landing zone was created last year to support Falcon 9 landings closer to the pad, similar to the SLC-4E which has its LZ-4 landing zone only 420 meters from the platform. This will facilitate the recovery process since LZ-1 and LZ-2, used by SpaceX since 2015, have been deactivated and will be replaced by launch pads from Vaya Space and Phantom Space.",,,,,,,,,
600,"February 15, 202601:59[494]",F9 B5B1081‑22,"Vandenberg, SLC‑4E",Starlink: Group 17-13,"~13,800 kg (30,400 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
601,"February 16, 202607:59[495]",F9 B5B1090‑10,"Cape Canaveral, SLC‑40",Starlink: Group 6-103,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
9Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
602,"February 20, 202601:41[496]",F9 B5B1077‑26,"Cape Canaveral, SLC‑40",Starlink: Group 10-36,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. Booster has landed within The Bahamas, first operational launch to do so after the trajectory was tested during launch of Starlink Group 10-12 in February 2025.",,,,,,,,,
603,"February 21, 202609:04[497]",F9 B5B1063‑31,"Vandenberg, SLC‑4E",Starlink: Group 17-25,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
604,"February 22, 202603:47[498]",F9 B5B1067‑33,"Cape Canaveral, SLC‑40",Starlink: Group 6-104,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 33 missions, new record.",,,,,,,,,
605,"February 24, 202623:04[499]",F9 B5B1092‑10,"Cape Canaveral, SLC‑40",Starlink: Group 6-110,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
606,"February 25, 202614:17[500]",F9 B5B1093‑11,"Vandenberg, SLC‑4E",Starlink: Group 17-26,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
607,"February 27, 202612:16[501]",F9 B5B1069‑30,"Cape Canaveral, SLC‑40",Starlink: Group 6-108,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
608,"March 1, 202610:10[502]",F9 B5B1082‑20,"Vandenberg, SLC‑4E",Starlink: Group 17-23,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
609,"March 2, 202602:56[503]",F9 B5B1078‑26,"Cape Canaveral, SLC‑40",Starlink: Group 10-41,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
610,"March 4, 202610:52[504]",F9 B5B1080‑25,"Cape Canaveral, SLC‑40",Starlink: Group 10-40,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
611,"March 8, 202611:00[505]",F9 B5B1097‑7,"Vandenberg, SLC‑4E",Starlink: Group 17-18,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
612,"March 10, 202604:19[506]",F9 B5B1085‑14,"Cape Canaveral, SLC‑40",EchoStar XXV,"6,800 kg (15,000 lb)",GTO,EchoStar,Success,Success (ASOG)
"EchoStar XXV is a direct broadcast satellite that will deliver content across North America. EchoStar XXV will be built on the proven Maxar 1300 series platform at the company’s manufacturing facilities in Palo Alto and San Jose, California.",,,,,,,,,
613,"March 13, 202614:57[507]",F9 B5B1071‑32,"Vandenberg, SLC‑4E",Starlink: Group 17-31,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
614,"March 14, 202612:37[508]",F9 B5B1095‑6,"Cape Canaveral, SLC‑40",Starlink: Group 10-48,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
615,"March 17, 202605:19[509]",F9 B5B1088‑14,"Vandenberg, SLC‑4E",Starlink: Group 17-24,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
616,"March 17, 202613:27[510]",F9 B5B1090‑11,"Cape Canaveral, SLC‑40",Starlink: Group 10-46,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
617,"March 19, 202614:20[511]",F9 B5B1077‑27,"Cape Canaveral, SLC‑40",Starlink: Group 10-33,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
618,"March 20, 202621:51[512]",F9 B5B1100‑4,"Vandenberg, SLC‑4E",Starlink: Group 17-15,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
619,"March 22, 202614:47[513]",F9 B5B1078‑27,"Cape Canaveral, SLC‑40",Starlink: Group 10-62,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
620,"March 26, 202623:03[514]",F9 B5B1081‑23,"Vandenberg, SLC‑4E",Starlink: Group 17-17,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
621,"March 30, 202611:02[515]",F9 B5B1093‑12,"Vandenberg, SLC‑4E",Transporter-16 (119 payloads smallsat rideshare)[67],Unknown[l],SSO,Various,Success,Success (OCISLY)
Dedicated SmallSat rideshare mission to sun-synchronous orbit.,,,,,,,,,
622,"March 30, 202621:15[516]",F9 B5B1067‑34,"Cape Canaveral, SLC‑40",Starlink: Group 10-44,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 34 missions, new record.",,,,,,,,,
623,"April 2, 202611:55",F9 B5B1085‑15,"Cape Canaveral, SLC‑40",Starlink: Group 10-58,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
624,"April 7, 202602:50",F9 B5B1103‑1,"Vandenberg, SLC‑4E",Starlink: Group 17-35,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
625,"April 11, 202605:04",F9 B5B1063‑32,"Vandenberg, SLC‑4E",Starlink: Group 17-21,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
626,"April 11, 202611:41[517]",F9 B5B1094‑7,"Cape Canaveral, SLC‑40",Cygnus NG-24,"5,000 kg (11,000 lb)",LEO (ISS),Northrop Grumman (CRS),Success,Success (LZ‑40)
Cygnus NG-24 cargo resupply to ISS under CRS.,,,,,,,,,
627,"April 14, 202609:33[518]",F9 B5B1080‑26,"Cape Canaveral, SLC‑40",Starlink: Group 10-24,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
628,"April 15, 202604:29[519]",F9 B5B1082‑21,"Vandenberg, SLC‑4E",Starlink: Group 17-27,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
629,"April 19, 202616:03[520]",F9 B5B1097‑8,"Vandenberg, SLC‑4E",Starlink: Group 17-22,"~14,375 kg (31,691 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation. 600th successful Falcon booster landing.,,,,,,,,,
630,"April 21, 202606:53[521]",F9 B5B1095‑7,"Cape Canaveral, SLC‑40",GPS III-10,"4,350 kg (9,590 lb)",MEO,USSF,Success,Success (JRTI)
"Originally planned to launch on a Falcon 9, GPS III SV10 was shifted to Vulcan when GPS III SV07, intended to launch on Vulcan, was moved to the Falcon 9 in mid-2024 following Vulcan readiness concerns. Following the USSF-87 anomaly, GPS III SV10 was moved back to Falcon 9 and USSF-70 was moved to Vulcan. This mission was the final planned landing on Just Read The Instructions (JRTI), which will be dedicated to supporting Starship operations in the future.",,,,,,,,,
631,"April 23, 202603:23[522]",F9 B5B1100‑5,"Vandenberg, SLC‑4E",Starlink: Group 17-14,"~13,800 kg (30,400 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
632,"April 26, 202614:37[523]",F9 B5B1088‑15,"Vandenberg, SLC‑4E",Starlink: Group 17-16,"~14,375 kg (31,691 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 25 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
FH 12,"April 29, 202614:13[524]",Falcon Heavy B5B1098 (core),"Kennedy, LC‑39A",ViaSat-3 F3,"6,400 kg (14,100 lb)",GTO,ViaSat,Success,No attempt
B1072‑2 (side),Success (LZ‑40),,,,,,,,
B1075‑22 (side),Success (LZ‑2),,,,,,,,
Ka band satellite for APAC region. Switched to Falcon heavy from Ariane 64. B1072 and B1075 were used as side booster. B1075 flew 21 Falcon 9 launches from Vandenberg and was converted into a FH side booster for this launch. The side booster landed at Landing Zone 2 (LZ-2) and Landing Zone 40 (LZ-40) of SLC-40 (first FH side booster landing at LZ-40). Eighth time a second stage featured the Falcon medium coast mission-extension kit.,,,,,,,,,
633,"April 30, 202602:42[525]",F9 B5B1093‑13,"Vandenberg, SLC‑4E",Starlink: Group 17-36,"~13,800 kg (30,400 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
Date and time (UTC),"Version,booster[j]",Launch site,Payload[k],Orbit,Customer,,,,
"May 1, 202617:33",F9 B5B1069‑31,"Cape Canaveral, SLC‑40",Starlink: Group 10-38,LEO,SpaceX,,,,
Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
"May 3, 202606:59",F9 B5B1071‑33,"Vandenberg, SLC‑4E",CAS500-245 Rideshares,SSO,Korea Aerospace Industries & Others,,,,
South Korean Earth-observation satellite includes Rideshare Payloads.,,,,,,,,,
"May 6, 202602:00",F9 B5B1081‑24,"Vandenberg, SLC‑4E",Starlink: Group 17-29,SSO,SpaceX,,,,
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
"May 9, 202614:00",F9 B5B1103‑2,"Vandenberg, SLC‑4E",Starlink: Group 17-37,SSO,SpaceX,,,,
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
"May 12, 202623:00",F9 B5,"Cape Canaveral, SLC‑40",SpaceX CRS-34[77],LEO (ISS),NASA (CRS),,,,
"Six additional CRS-2 missions for Dragon 2 were announced in March 2022, resupplying the ISS until 2026.",,,,,,,,,
June 2026,F9 B5,TBA,Transporter-17 (smallsat rideshare)[67],SSO,Various,,,,
Dedicated SmallSat rideshare mission to sun-synchronous orbit.,,,,,,,,,
Q2 2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 1 Transport Layer A,Polar LEO,SDA,,,,
Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],,,,,,,,,
Q2 2026,F9 B5,TBA (FL),"BlueBird Block 2 FM3-5 (3 Satellites, BlueBird 8 to 10)",LEO,AST SpaceMobile,,,,
"Cellphone-compatible broadband constellation. The next-generation Block 2 BlueBird satellites delivers 10x the bandwidth of BlueBird Block 1 satellites, allowing continuous cellular broadband service coverage. They will feature a ~2,400 ft2 (220 m2) communications array, the largest ever developed commercially.[530]",,,,,,,,,
H1 2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 1 Transport Layer D,Polar LEO,SDA,,,,
Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],,,,,,,,,
H1 2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 1 Transport Layer E,Polar LEO,SDA,,,,
Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],,,,,,,,,
H1 2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 1 Transport Layer F,Polar LEO,SDA,,,,
Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],,,,,,,,,
July 2026[531],Falcon Heavy B5B1091‑x (core),"Kennedy, LC‑39A",Griffin Mission 1[532],TLI,AstroboticNASA (Artemis),,,,
B1072‑x (side),,,,,,,,,
B10?? (side),,,,,,,,,
"Astrobotic's Griffin lunar lander was originally expected to deliver NASA's VIPER rover to the lunar south pole prior to its cancellation. Booster recovery method is unconfirmed, but could possibly feature the first Falcon Heavy center core recovery attempt since STP-2.[533] Amidst cost growth and delays to readiness of the rover and the Griffin lander, the VIPER program was ended in July 2024, with the rover planned to be disassembled and its instruments and components reused for other lunar missions.[534][535][536] The agency still plans to support the Griffin lander to go to the moon, though with a mass simulator in place of the VIPER rover.[537] NASA expects the primary objectives of VIPER to be fulfilled by an array of other missions planned for the next several years.[536]",,,,,,,,,
August 2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 2 Transport layer A[237][238],Polar LEO,SDA,,,,
Launch is part of Phase 2 US Air Force contract awarded in 2022.,,,,,,,,,
August 2026,F9 B5,TBA (FL),SpaceX CRS-35[77],LEO (ISS),NASA (CRS),,,,
"Last of six additional CRS-2 missions for Dragon 2 which were announced in March 2022, resupplying the ISS until 2026. The contract has since been extended to 2030.",,,,,,,,,
"September 28, 2026[538]",Falcon Heavy B5,"Kennedy, LC‑39A",Nancy Grace Roman Space Telescope[539],Sun–Earth L2,NASA,,,,
Flagship-class infrared space telescope. One of two space telescopes donated by the NRO in 2012.,,,,,,,,,
October 2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 2 Transport layer C[237][238],Polar LEO,SDA,,,,
Launch is part of Phase 2 US Air Force contract awarded in 2022.,,,,,,,,,
October 2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 2 Transport layer D[237][238],Polar LEO,SDA,,,,
